wgEncodeBroadHmmHuvecHMM.count,GDI_Score,Minor Salivary Gland_GTExTPM,Liver_GTExTPM,Testis_GTExTPM,mousescore_Exomiser,fishscore_Exomiser,humanscore_Exomiser,HIPred,SDI,Testis_GTExFC,SignalValue_H3k4me1_median,Pituitary_GTExFC,RVIS_Score,Brain_Frontal_Cortex_BA9_GTExFC,Brain_Cortex_GTExFC,Brain_Nucleus_accumbens_basal_ganglia_GTExFC,Colon_Transverse_GTExFC,Skin_Not_Sun_Exposed_Suprapubic_GTExFC,`Brain_Spinal_cord_cervical_c-1`_GTExFC,Brain_Anterior_cingulate_cortex_BA24_GTExFC,Brain_Cerebellum_GTExFC,Nerve_Tibial_GTExFC,Breast_Mammary_Tissue_GTExFC,Ovary_GTExFC,Artery_Coronary_GTExFC
1,15.98083,19.6755,0.579102,14.7575,0,0,0,0.70702368,2.81500504,0.136221,9.01336,-0.281647,-1.22,0.181506,0.23631,0.54609,-0.241688,0.235053,0.180671,0.731398,-1.00923,-0.387605,0.163412,1.405944,-0.602745
12,50.78753,0.316438,0.210884,0.251367,0.570663532,0,0,0.767620981,11.8139906,0.450565,7.51996,0.308629,-1.15,-0.361554,0.390678,-0.137496,-0.205037,-0.285822,0.729868,0.730691,0.516326,-0.151358,-0.180967,-0.718965,-0.368567
309,138.92944,20.1829,10.3478,7.27596,0.477894065,0,0.957427108,0.824708164,10.52385559,0.233212,11.3709,0.194212,-0.34,0.09552,0.515697,-0.679393,0.089448,-0.128003,-0.762531,-0.43954,0.282991,-0.266796,0.383822,0.352829,-0.905347
230,113.09937,20.4811,1.03405,56.1038,0,0,0,0.604412496,3.83438442,-0.239215,10.0301,1.512645,-0.53,-0.635102,-0.748666,0.391785,-0.401803,0.256912,-6.643856,0.657647,0.61336,-0.37047,0.735615,0.338157,-0.652467
15,21.70049,8.95096,2.25042,15.5573,0,0,0,0.693781972,7.9682249,0.133239,7.5651,-0.193789,-0.3549,0.597249,0.377891,-0.133973,-0.095,-0.170956,0.483969,0.998997,-0.169871,-0.093709,-0.147847,-0.172206,0.094372
433,34.06577,0.454691,1.63132,9.13376,0,0,0,0.724559009,1.61745951,0.082115,9.3844,0.112604,-1.11,0.268492,0.290006,-0.163872,0.603774,0.243275,-1.316309,0.700845,0.363934,-0.269777,-0.20921,-2.766884,-0.742502
66,10.57923,37.4704,65.945,16.97,0,0,0,0.207913831,2.99256063,-0.939078,9.421005,0.124821,0.2023,-0.128094,-0.176743,-0.914743,0.213694,-0.062535,0.638606,-0.832684,-0.184169,0.096262,-0.106686,-0.536652,0.254655
42,46.4952,35.7168,18.3302,44.0638,0,0,0,0.839585781,3.66240179,-0.110144,6.9087,0.360644,-0.89,-0.289741,-0.132747,0.079503,0.097742,-0.085508,-0.241711,-0.314691,-0.150932,0.120224,-0.158484,-0.683619,-0.431084
17,4051.69126,66.9089,0.663081,51.9819,0.930627006,0,0,0.786468923,7.79276302,-0.352032,7.06695,-0.838491,-0.34,-0.094986,0.078075,-0.22629,-0.319392,-0.128172,0.046258,-0.176666,-0.104619,-0.182318,-0.489951,-0.550093,-1.233346
19,94.00915,184.709,38.9466,124.167,0,0,0,0.444217145,0,0.339317,6.12255,0.472246,-0.03,0.924509,0.45738,1.072874,-0.726186,0.239249,-6.643856,-6.643856,-0.371253,-0.128763,-1.133551,0.502322,-1.219574
163,30.58676,0.221724,0,0.140474,0,0,0,0.123297259,1.98266541,0.395324,8.1583577,-2.877511,0.17,0.809782,-0.955853,2.046135,1.984369,0.994977,-2.49748511,-1.046551,-1.649594,0.387782,-1.277434,-6.643856,1.912042
16,1623.12511,0,0,0.0980923,0,0,0,0.123297259,1.98266541,-2.700866,8.2081469,-1.35385267,1.2,0.22026507,-0.8679094,-0.03254775,-0.71753676,-0.4049719,-1.07537069,-0.35233232,-0.34000826,-0.03157493,-1.56016301,-2.20252243,-0.15056116
118,802.33751,1.26698,0.330379,1.34866,0,0,0,0.146139458,2.96764242,0.963556,7.7840293,1.004698,1.42,0.944379,0.935199,0.785081,0.920788,0.680964,1.39518,0.997176,0.839237,0.870873,0.904576,0.813705,0.947467
272,305.63901,0,0,0,0,0,0,0.111908376,1.98266541,-0.40983764,9.03776,-0.92964913,0.19,-0.17180928,-0.13224738,0.09413804,-0.66888524,1.00490108,-0.83130153,0.02351068,-0.27320971,0.29824585,0.14954486,-2.2190474,0.99576864
187,3.16493,0,0,0.0916003,0,0,0,0.186891869,0,0.731589,8.57500275,-1.02479311,0.0673,-0.10124284,-0.19587255,-0.57769376,-0.78843796,-0.15688844,-2.51979763,-0.84647977,-0.12171979,0.09877404,0.30636826,-1.34982945,0.63736364
33,1070.45038,14.1676,9.70064,10.181,0,0,0,0.824708164,6.56033859,0.176964,9.9026,-0.81349,-0.22,-0.165712,0.242384,0.260446,0.251395,0.116828,-1.835651,0.179113,0.08769,-0.061082,-0.328814,-0.178762,-0.166336
30,56.37626,0.0625709,0,2.72336,0,0,0,0.693340123,14.05338892,0.317751,10.2605,-0.20068906,-0.3668,1.122796,1.473936,0.541103,-1.437728,0.937576,-0.90202016,-1.13023076,0.16534594,-0.17535191,0.01096548,-0.18065222,-0.64524009
73,3646.95795,6.63545,1.37343,1.54232,0,0,0.894080968,0.123297259,0,0.283792,9.82427,0.304013,1.97,0.509274,0.386008,-0.353104,0.058503,-0.109385,0.328588,0.105292,0.325887,-0.076952,-0.106234,-0.27913,0.646592
25,126.47135,0.539514,0.0869152,17.4274,0,0,0,0.549503975,0,0.297599,10.116245,0.390071,-0.173699239,-2.159321,0.778439,-1.004492,-3.799154,-0.290943,-1.848379,-0.924388,0.305793,-0.645406,-1.96064,0.82996,0.537575
1,472.6638,29.0244,8.99936,17.7424,0.731960198,0,0,0.831385493,13.82529558,0.252172,10.0243,0.286668,-0.12,-0.365534,0.21115,1.087078,0.298794,0.333247,-1.685723,0.2392,0.313833,0.147187,0.283794,-0.262172,0.737702
61,1518.25778,21.2438,5.20517,9.28207,0.395367293,0,0.957427108,0.679628551,7.91602311,-0.159399,7.78828,0.155543,0.18,0.684589,0.275841,0.236699,0.323346,0.151883,-0.619306,-0.24808,0.213546,-0.44699,0.179008,-0.918561,0.600328
86,378.07788,12.2982,3.44507,4.40311,0.477735479,0,0,0.603037536,2.97531153,0.53788,10.5098,2.892547,-0.47,0.484418,0.552408,-1.110994,-1.851342,0.145389,0.538719,0.215469,0.531631,-0.230974,0.330125,0.322498,1.192735
181,1723.9194,73.466,34.1568,65.6243,0,0,0,0.801729143,7.96584047,-0.048316,9.75511,0.058314,-3.42,0.231743,-0.349584,0.110202,-0.028144,-0.114092,-1.170089,0.535193,-0.274546,-0.058569,-0.090252,-0.098227,-0.467564
400,1053.74919,18.0126,15.0274,30.9423,0,0,0,0.288511723,1.9977004,0.146134,12.1361,0.180162,-0.05,-1.001608,0.163731,0.195762,0.222433,0.11624,0.349649,-0.629722,0.29982,0.22416,0.218293,0.366439,0.198945
1,57.52956,4.98175,2.47477,26.9918,0,0,0,0.413446665,0,-0.17147,8.03639,0.315102,-0.313998478,0.268458,0.399109,-1.397395,-0.237342,0.097424,0.829953,1.314363,0.488591,-0.087188,0.201898,0.521825,0.279802
1,1010.530264,31.1115,11.6694,12.5914,0,0,0,0.30187729,4.93672721,0.13484,6.67789,-0.711335,-0.21,-0.202016,0.217401,-0.129332,-0.133542,-0.094112,0.289195,-0.188466,0.090956,-0.067625,0.082208,-0.369025,-0.976868
670,15.3263,18.8346,6.86862,14.8261,0.570663532,0,0.957427108,0.831385493,13.71759198,-0.343962,7.41358,-1.24357,-0.25,0.999698,0.216064,-0.39756,0.394553,-0.541348,-1.726145,-1.338926,-0.192522,-0.127048,-0.507192,-0.773465,0.146845
5,49.60335,9.68596,3.26322,37.6496,0,0,0,0.444217145,3.52306165,0.08198,10.176,0.211712,-0.36,0.316536,0.214443,0.188768,0.238527,-0.095579,0.30901,0.19268,0.206878,0.157749,0.205911,0.23532,0.165541
402,817.4218,9.8461,8.02567,9.2072,0,0,0,0.705665529,2.97859857,-0.179963,8.07531,0.182747,-0.83,0.059901,0.303465,0.277259,0.192494,0.163876,0.624562,0.108496,-0.161377,0.140307,0.110577,-0.242346,0.382925
407,4421.9007,8.12886,2.53493,8.37325,0,0,0,0.288511723,5.80132248,0.180584,8.81244,-0.409224,-0.2,0.549704,-0.134247,-0.21259,-0.559962,-0.166346,0.51263,-0.233578,-0.391046,-0.048027,-0.229482,0.481315,0.310322
39,2192.08637,0.933772,0.32723,2.73371,0,0,0,0.824708164,1.86907763,-1.123218,7.99502,-0.409333,-0.07,0.161066,0.274054,0.265175,0.466218,-0.197432,-1.247098,0.769983,-0.750406,0.249503,0.638151,-6.643856,0.557032
28,5973.09032,1.47112,0.628823,27.2807,0.390198871,0,0,0.215832233,7.729706043,-0.444927,7.75805,1.004215,1.71,0.974213,0.959874,-1.003013,-0.765019,-0.560012,0.88956,1.076039,0.808384,0.59308,-0.602359,0.401585,-0.823365
894,836.45901,0,0,0.863823,0,0,0,0.208481908,8.9127305,1.52499,7.8678993,-1.18190522,-0.55,-0.07142251,-0.11751757,-0.02266431,-0.45371158,0.16920739,-0.51294964,-0.26270492,0.16864,0.16620192,1.15393,-1.32391182,0.74452909
1932,631.4433546,71.8359,24.5387,97.4831,0,0,0,0.598057508,27.2328624,0.103448,5.97131,0.12811,-0.05,0.203787,-0.156217,-0.25135,-0.095893,-0.079522,0.25692,0.228692,0.195246,0.075929,0.090794,-0.354929,-0.120251
1,332.65362,35.7736,6.3716,48.3478,0.477262341,0,0,0.639467537,17.84158698,-0.195274,8.18484,0.147579,-1.79,-0.206152,0.157507,0.164328,-0.106662,-0.114385,1.640821,0.331941,-0.299846,-0.11034,-0.117442,-0.291319,-1.208765
237,55.75589,8.24028,0.334088,1.51429,0.959358571,0,0,0.786468923,4.75766587,-0.287412,7.59131,-1.15777,-0.62,-0.867612,-0.487937,-6.643856,-0.157049,-0.091365,1.051036,-6.643856,-6.643856,1.235128,-0.224942,-1.883953,1.536193
376,95.26537,48.4381,143.583,8.80042,0.528331768,0,0,0.668731846,7.87963926,-1.006638,7.00571,-0.636555,-0.724699239,2.002938,1.749947,-0.417131,-1.469416,-0.290978,1.352031,2.236093,-0.880271,0.256851,0.344346,-6.292748,0.558394
38,763.76634,1.5862,0.631509,3.51689,0,0,0,0.146139458,1.98266541,-0.283032,8.1374366,-0.184993,0.24,0.315641,-0.213432,-0.396464,0.303238,0.455997,-0.452015,-0.283241,-0.23492,-0.397014,-0.410778,0.78239,-0.560303
494,815.64192,0,0,1.81143,0,0,0,0.111908376,1.98266541,-2.1774,6.87694,-1.35857906,0.62,0.10375967,-0.49105892,-0.13397369,-0.87319285,-0.15687987,-1.04307088,-0.35922718,-1.507571,-0.06055691,-1.1588606,-1.92986173,-0.0162057
392,69.86384,21.7509,12.7032,24.8907,0,0,0,0.745582581,7.92940676,-0.110449,9.43849,0.10101,-0.2,0.151851,0.155665,0.16261,-0.15088,-0.051845,0.249476,0.784135,-0.17209,-0.146485,0.081869,1.632377,0.098462
357,467.93908,26.1883153,15.6893536,30.3841843,0,0,0,0.259885359,3.8856927,0.02799774,8.42973075,-0.08457097,0.4367,-0.05218699,0.03661707,0.06493296,-0.06964689,-0.07253451,0.11244466,-0.13240818,0.02848186,0.01193326,0.02444525,-0.085507,0.07066975
62,54.21767,3.18632,3.38649,6.49847,0,0,0,0.792615056,6.84360167,-1.002876,8.415,-0.484126,-1.16,-0.687612,-0.646464,-0.929082,0.62076,-0.339807,-2.096744,-0.825796,-1.811005,-0.637136,-0.444329,-0.602514,1.353324
58,205.6394,25.0991423,15.2283249,26.8213272,0.026783934,0,0,0.242656888,4.038575055,0.01722318,5.84032,-0.07362812,0.2828,-0.00498978,0.01465593,0.07881908,-0.04729507,-0.07858564,0.13382221,-0.15687811,0.05516635,0.01342739,0.02624952,0.01768183,0.09721819
16,285.13795,8.76774,4.19988,50.052,0,0,0,0.554481149,0,0.195994,9.40594,0.220268,-0.3288,0.192276,0.609755,-0.23051,-0.104441,-0.149915,0.69532,0.570652,0.564006,-0.080457,0.142802,-0.289357,-1.404978
6192,57.9316,10.8794,0.317808,6.78989,0,0,0,0.602099478,1.79395999,0.157942,8.32507,0.625966,-2.17,-0.4078,-0.169642,-0.320199,-0.092708,-0.312334,1.400204,-0.285389,0.081332,0.141413,0.68523,0.245956,0.776371
1,10798.95885,49.21914559,29.8108051,102.5776622,0.024234741,0,0.021516297,0.493968356,6.549977961,-0.03356272,8.1300316,-0.10947653,0.2643,0.10593086,0.05333818,-0.00162236,-0.04624777,-0.03317897,0.17713504,-0.18970366,0.0460552,0.00011475,-0.0087534,0.02032901,-0.31415682
