wgEncodeBroadHmmHuvecHMM.count,GDI_Score,betamax,Muscle - Skeletal_GTExTPM,Minor Salivary Gland_GTExTPM,Liver_GTExTPM,Testis_GTExTPM,mousescore_Exomiser,fishscore_Exomiser,humanscore_Exomiser,HIPred,pLI_ExAC,SDI,Testis_GTExFC,SignalValue_H3k4me1_median,Pituitary_GTExFC,Small_Intestine_Terminal_Ileum_GTExFC,RVIS_Score,Prostate_GTExFC,Brain_Frontal_Cortex_BA9_GTExFC,Brain_Cortex_GTExFC,Brain_Hypothalamus_GTExFC,Brain_Nucleus_accumbens_basal_ganglia_GTExFC,Colon_Transverse_GTExFC,Skin_Not_Sun_Exposed_Suprapubic_GTExFC,Brain_Caudate_basal_ganglia_GTExFC,`Brain_Spinal_cord_cervical_c-1`_GTExFC,Brain_Anterior_cingulate_cortex_BA24_GTExFC,Skin_Sun_Exposed_Lower_leg_GTExFC,Brain_Cerebellum_GTExFC,Nerve_Tibial_GTExFC,Breast_Mammary_Tissue_GTExFC,Brain_Hippocampus_GTExFC,Brain_Cerebellar_Hemisphere_GTExFC,Brain_Substantia_nigra_GTExFC,Colon_Sigmoid_GTExFC,Ovary_GTExFC,Stomach_GTExFC,Lung_GTExFC,Artery_Coronary_GTExFC,Brain_Putamen_basal_ganglia_GTExFC,Gene,BPlabel
108,15.97048,0.1941,1.40568,0.438569,0.0645291,0.453519,0.513919247,0.0,0.0,0.824708164,0.93661120997453,0.0,-0.381363,3.15805,1.041336,-6.643856,-0.56,0.415169,0.75294,0.407776,-0.920059,-1.657167,0.824736,-0.351935,-0.76207,1.257377,-0.19661,-0.807433,-0.399385,0.300158,-2.965094,0.208546,-0.592661,0.937059,-6.643856,0.815399,1.203227,1.142315,0.858889,-0.511168,ESRRG,probable
108,1350.01732,0.4863,0.0302997,0.037074,599.629,1.38948,0.494209116,0.0,0.0,0.634786546,0.959943187768661,7.86340488,-0.412163,9.86123,0.58033,-6.643856,-0.71,-0.969757,-0.843304,1.709162,-1.359306,-0.674461,-0.69071,,-1.168736,-6.643856,-5.042806,,-0.644199,1.139244,0.523809,-0.987408,-0.570119,1.330424,-1.730784,1.410892,1.232772,0.932243,-0.952449,-0.985166,F2,probable
786,915.46367,0.3217,3.29719,9.51779,1.01714,11.0507,0.475599242,0.0,0.957427108,0.836875796,1.0,6.45844108,0.136208,9.56744,-0.217904,0.296904,-2.81,-0.58544,-1.113092,0.370824,0.646536,-0.121982,0.312818,0.245174,0.28676,0.192436,0.179344,0.361072,-0.665776,-0.10761,-0.24725,-0.46126,0.829657,-0.728969,0.269964,0.136216,0.474445,-0.436874,-0.177215,0.183383,FBN1,possible
71,107.00427,-0.5613,3.45149,15.9373,14.0175,8.67099,0.465192662,0.0,0.0,0.705665529,2.77390387287312e-05,6.70564693,-0.77344,10.8685,0.140754,-0.222945,-0.92,-1.049944,-0.473032,-0.220753,-0.865513,-0.934953,-0.255355,-0.272061,0.258488,-2.807584,-0.76579,-0.223438,-1.961337,-0.196642,-0.177697,0.259097,0.508631,0.773848,-0.635543,-0.897218,-0.27286,-0.316895,-0.294705,-0.438847,FES,probable
20,265.4958,0.2923,0.00904264,0.0,0.0,0.0450065,0.0,0.0,0.0,0.69255507,4.31893230685642e-05,2.89203741,,7.40216,4.463436,3.724687,-0.03,,0.301579,-0.553199,,,-0.787168,,,4.533915,1.336073,,-0.454175,-0.955926,,-0.762488,-0.295919,,1.933706,,-1.797278,,2.053355,,FGF5,probable
24,7073.32393,-0.4374,5.85124,2.65783,0.160288,130.662,0.0,0.0,0.0,0.394304127,1.6770876188147e-08,1.95677062,0.084599,,0.732955,-0.822135,0.55,0.597264,0.459246,-0.545916,-6.643856,-0.802898,-0.941394,1.160963,0.477651,1.215331,0.878831,0.4076,-0.508097,0.387073,-1.009969,-6.643856,0.927914,2.275524,-0.330889,1.070654,-0.809208,0.183046,0.361575,-0.676973,FHL5,possible
10,70.2485,0.3287,21.7927,27.0762,9.67615,78.0878,0.0,0.0,0.0,0.715512335,0.600789667366506,1.12427871,-0.334271,10.2981,-0.21357,-0.175123,-0.58,0.043945,-0.160461,0.086588,-0.362458,-0.159401,0.256367,-0.093877,0.319072,0.169122,-0.684797,-0.051629,-0.095348,-0.076325,-0.17389,0.277702,0.163754,0.22499,-0.152532,-0.151854,0.17445,-0.083145,0.168846,0.311599,FIP1L1,probable
358,1.92553,0.4922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FKSG62,least likely
14,6512.79761,0.559,0.518391,0.71503,0.138761,1.04572,0.0,0.0,0.0,0.27013588,3.07460719768204e-07,1.99960351,0.345285,7.06585,-6.643856,-6.643856,2.67,-6.643856,0.544965,-0.996681,0.892485,0.824365,0.589452,-0.429427,-6.643856,2.428324,-0.633839,-1.179276,-0.87973,0.722469,-0.523963,2.798741,-1.079579,-6.643856,-0.279369,-0.957195,-6.643856,-0.578682,-0.96366,-2.008356,FNDC1,possible
208,163.76466,-0.4833,11.8546,24.7888,13.1615,7.75008,0.0,0.0,0.0,0.591455102,0.999999985029909,0.0,-0.125252,6.06617,-0.105417,0.48286,-0.63,0.233151,-0.655388,-0.24816,0.528179,0.601969,-0.284807,0.05143,-0.136643,-0.239101,-0.854991,0.124067,-0.287671,0.127528,-0.075549,0.122752,-1.595461,-0.241311,0.099349,0.380077,-0.142341,0.09411,0.12446,0.337156,FNDC3B,possible
43,25.82937,-0.2862,66.1262,57.8828,10.5596,11.333,0.0,0.0,0.0,0.824708164,0.925334261981773,1.61745951,0.204281,15.4676,0.834014,-1.945333,-0.69,-0.221747,-0.486181,-0.528125,-2.945157,-0.314477,-0.709115,0.080176,0.929433,-2.214994,0.703315,0.07787,0.554286,0.318578,0.313994,-0.8403,0.428469,-1.753126,-0.199575,-0.394841,-1.276745,0.104944,1.3354,0.743194,FOSL2,possible
17,1711.71278,0.2703,1.57475,63.8635,0.269963,4.87823,0.416240159,0.0,0.0,,,3.74225736,0.312136,7.48501,-0.200163,-1.300165,,-0.393968,-6.643856,-0.639352,0.731561,4.404618,-0.707694,0.460626,0.695979,2.02153,0.545531,-0.092737,-0.446638,0.237675,0.24728,0.795428,0.443592,-1.325297,-0.413783,1.743327,-0.897921,-0.261931,0.365479,0.263819,FOXC1,possible
81,98.07425,0.2472,3.88467,4.19656,1.44702,2.52139,0.0,0.0,0.0,0.38356629,0.0113445756239307,2.19615612,-0.167837,7.28204,-0.184829,0.156257,-0.29,0.208165,-0.377802,-0.320553,-0.355335,-0.636153,0.19832,-0.217996,-0.452557,-0.293109,-0.344762,0.053293,-0.338256,-0.145816,-0.486422,-0.302388,-0.339387,0.312237,0.081481,0.089651,-0.049975,0.344315,0.103435,-0.342253,FTO,probable
61,1567.59549,-0.8276,5.98352,37.8225,4.16766,23.8362,0.0,0.0,0.0,0.630912066,0.999969901472702,8.84810219,-0.062428,9.18917,0.186814,-0.343483,-0.43,0.679653,0.22788,0.30669,0.329745,0.299118,-0.356677,-0.076002,0.289023,0.44263,0.356684,-0.113005,0.264337,0.09419,0.424624,0.397722,0.241721,-0.180085,-0.20629,-0.966524,0.576555,0.076086,0.238848,0.346252,GABBR1,probable
184,2249.29606,-0.235,3.70015,5.63725,0.621733,6.18994,0.564666898,0.0,0.0,0.836875796,0.979762089854754,2.75424746,0.155358,5.0423,-0.233329,0.861623,-0.42,0.333038,1.539152,-1.802988,-1.127235,0.245676,0.371095,-0.730106,-1.257092,-6.643856,1.28885,-0.592827,0.937575,0.267657,0.237022,1.463285,-3.494151,0.795855,0.526475,-0.414192,-0.666236,-0.343626,0.8915,1.05799,GATA2,probable
52,11.31874,-0.3815,1.05524,9.75615,49.0302,6.79186,0.431381082,0.0,0.957427108,0.824708164,0.942485932944866,7.74847463,0.485505,8.38376,-0.376757,0.1355,-0.1,-0.410477,-0.672953,-0.852766,0.85991,0.329962,0.221814,-0.365951,0.628299,1.132954,-0.744941,-0.299672,-0.928612,0.282381,-0.387166,-0.765345,-0.869492,0.801796,-0.423696,0.44478,1.958574,-0.378151,-0.59118,-0.474935,GCH1,possible
147,9.29304,0.2265,0.0397547,0.190075,0.98202,0.902858,0.0,0.0,0.0,0.748405397,0.204306172514215,2.80882657,-0.258067,10.6059,0.146002,0.80855,-0.36,0.507044,0.656927,0.479047,0.256035,-0.495754,0.41905,-0.493569,0.545315,-0.310872,0.582548,-0.708893,-0.51946,-0.488229,0.622362,-0.213367,0.321743,0.533333,-0.56129,-0.766152,-0.513152,-0.717698,-0.748268,-0.457737,GCK,probable
40,12.40367,-0.4159,1.03552,3.45549,0.781735,2.17794,0.0,0.0,0.0,0.728550792,0.963838119160384,3.95455952,-0.589646,8.93779,-0.455577,-1.073256,-0.05,-0.89528,-0.206704,0.50318,-0.837948,0.602139,-0.11359,0.142373,-0.576611,0.453387,0.544096,0.522967,0.168229,0.152067,-0.249565,0.619316,0.350058,0.460739,0.295818,0.509942,-0.781941,-0.075623,-0.179833,-0.344618,GDF11,possible
26,58.06389,0.5164,0.0,0.0,8.26487,0.129494,0.0,0.0,0.609459847,0.295108467,0.0860071410894876,3.85244898,-6.643856,,,,-0.38,,,,,0.922319,,,,,,,,,,,,,,,,,,,GDF2,probable
247,415.38531,-0.4044,0.0,0.0,0.0,0.84196,0.0,0.0,0.0,0.123297259,0.162839345434596,4.95013216,-0.56422,9.11632,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,GIP,probable
17,1766.09386,-0.1996,0.0931877,8.75224,0.321825,0.504048,0.0,0.0,0.0,0.238498077,2.5408335570195e-22,1.98266541,-0.813887,9.57458,-0.697306,-0.130099,0.69,-0.554271,0.792694,-0.488083,-1.166507,0.493767,-0.428249,0.755662,-3.660495,0.685126,-0.900297,0.648935,-0.627281,0.766024,-1.409731,-0.853651,-0.631371,1.553899,0.371,0.518235,0.57221,-0.32637,-2.822717,-0.463774,GIPR,probable
187,29.87324,-0.8326,6.87475,41.3305,2.1737,35.6586,0.570663532,0.0,0.900502883,0.833060265,0.215546849622465,24.59899632,-0.681596,7.76286,-0.726105,-0.441854,-0.27,0.3984,-0.248415,-0.166936,1.236443,0.449793,-0.172461,0.252811,0.718131,2.292855,1.042705,0.222657,0.24878,0.537042,-0.172619,0.345992,-0.833984,-0.43967,-1.40743,1.296973,0.51329,-0.643788,-1.052631,0.367761,GJA1,most likely
29,290.01884,0.2409,263.945,423.827,56.1306,118.222,0.0,0.0,0.957427108,0.703993857,0.9995400816303,5.98324176,0.111959,8.04791,0.31703,0.314394,-0.02,-0.469554,0.175401,0.265699,-0.156321,0.18158,0.306047,0.101216,-0.322342,-0.370214,-0.077393,-0.071065,0.452603,0.071537,0.257702,0.145331,-0.134949,-0.10574,-0.336294,-0.296858,0.082657,-0.164221,0.13096,-0.132051,GNAS,probable
44,417.97863,-0.4532,1.1778,3.46744,13.1988,2.91121,0.855397621,0.0,0.0,0.527827442,0.725420978638944,26.460427,-0.426806,8.5566,1.523811,-0.534153,,1.73032,-0.497016,0.775066,0.569259,0.510917,-0.463126,-0.629333,0.457401,-6.643856,-0.638903,-0.505194,-0.458977,-0.513384,-0.472885,-0.332571,-1.91589,-6.643856,-0.515691,1.187834,0.293653,-0.558197,-0.407974,0.33359,GPER1,possible
1,114.40031,,0.298626,0.686156,0.0736473,0.595451,0.0,0.0,0.0,0.458951801,0.0209357972702136,1.97547522,-0.867827,5.55895,0.324083,-6.643856,0.06,0.372839,2.574386,1.038356,-0.491856,-0.68594,-3.274398,-0.514816,-2.276003,-1.341933,-1.395303,-0.768563,2.474178,-0.844303,-0.881633,-0.460566,1.08154,-1.256977,-5.241643,1.24807,-6.643856,-1.706013,1.41714,-1.866192,GPR3,probable
297,41.83799,-0.8064,0.0025393,0.0240421,0.0164392,0.631728,0.0,0.0,0.0,0.778094649,0.999994895762786,10.67917885,0.535651,,-1.177649,-6.643856,-2.41,,-0.192525,-0.812796,0.201467,0.393333,,,-0.459529,-2.752073,-0.673067,,0.637759,-0.57867,-0.710548,-0.211869,0.537567,0.314301,,,,,,0.229861,GRIN2B,probable
703,71.54191,0.4273,16.0994,47.9783,31.8979,60.4335,0.0,0.0,0.0,0.443194807,0.0225186832470012,1.99992492,0.524114,9.54742,0.166031,-0.760256,-0.56,-0.149458,0.729092,0.088853,-0.333252,0.054878,0.335775,0.121234,-0.225603,-0.179479,-0.25068,0.139933,0.053481,0.084299,-0.406497,-0.148002,0.048236,-0.300616,-0.572048,0.247456,0.102274,-0.086775,-0.546973,-0.355941,GSS,possible
467,199.89032,0.3888,1.81992,6.88495,1.48713,0.803821,,,,0.593201816,1.41368686812155e-06,,-1.056082,7.2373,-0.199451,-1.189386,-1.0,-6.643856,0.525571,0.187953,-0.486432,1.984248,-0.375682,-0.681548,0.425174,0.44646,-1.925776,0.776693,0.29007,0.25633,-0.340789,1.065281,-0.611059,1.234714,-0.131735,-1.610375,0.391014,0.15694,0.298178,0.54714,GUCY1A3,most likely
155,41.67691,0.4123,3.77522,7.31625,2.82645,2.78732,,,,0.636561334,0.0009166338528935,,0.450478,5.22532,-0.173603,1.189789,-0.56,-1.148593,-0.09684,-0.076607,-0.230804,0.273011,0.545364,0.271271,0.438193,0.691859,0.133198,-0.2884,0.106247,-0.15513,-0.36868,0.394594,-0.646415,0.252937,0.340233,0.41438,-0.398438,-0.308011,-0.206316,-0.569326,GUCY1B3,most likely
249,74.72132,-1.3838,1.9193,6.03324,4.06897,11.2526,0.0,0.0,0.0,0.412954688,0.987483160840119,0.0,0.044709,8.80774,0.515806,-0.183364,-0.25,-0.187634,-0.125075,-0.148467,0.34326,-0.237134,-0.120712,-0.165433,-0.168207,-0.233317,0.141401,-0.140904,0.183893,-0.164786,-0.137346,-0.345662,0.165955,0.355311,-0.141968,0.170288,0.161333,-0.129163,-0.427727,0.208092,GXYLT1,possible
37,78.75617,-0.6424,0.546001,1.3964,0.0939103,2.73406,0.0,0.0,0.0,0.602500796,0.998375125074442,5.33091115,-0.366581,7.44763,0.500078,0.952966,-1.06,1.165543,-0.133148,-0.348375,-1.195122,0.201588,0.298455,-0.149844,-1.036595,-0.78171,0.495284,0.183697,0.263562,0.191176,-0.193931,-0.285926,-0.562332,0.311871,0.432546,-0.396835,-0.809251,-0.150677,0.471126,-0.532894,HDAC9,possible
12,13.11329,-0.2142,,,,,0.0,0.0,0.0,0.146139458,0.0262294918736351,0.0,,6.024745,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,HEPN1,least likely
49,796.87118,0.2219,0.614463,5.47019,3.24452,1.55111,0.0,0.0,0.0,0.146511853,8.4969700310781e-07,12.72102078,0.413555,6.3529,0.218075,-0.250609,0.08,-0.240891,0.282667,-0.412119,0.261193,-0.221546,0.1969,-0.159586,-0.26927,0.567539,0.9067,-0.21851,0.449864,-0.200707,-0.160329,0.412345,0.328409,0.257464,-0.244719,-0.198697,-0.259403,-0.168704,-0.347885,0.236372,HFE,most likely
10,16291.10418,0.2636,225.686,995.413,467.872,392.794,0.0,0.0,0.869202136,0.328141659,0.002664634636856,10.54543118,-0.725268,4.41408,0.471974,0.658414,8.95,0.387473,0.61595,0.375052,0.474656,0.447879,0.300364,0.381351,0.368961,0.662651,0.334003,0.355762,0.534534,0.27423,0.274064,0.79553,0.552989,0.54816,0.357799,-0.581987,0.298041,0.273802,0.35184,0.484354,HLA-B,probable
75,16622.23863,0.2096,1.7274,10.221,1.90703,2.00496,0.0,0.0,0.0,0.186891869,0.166625329932453,12.35448238,-0.969163,,-0.936771,-0.783656,5.11,-1.066803,-1.040168,-0.957208,-0.934713,1.384499,-1.018157,-1.33228,-1.209156,-1.119414,-1.10654,-1.212287,-1.006703,-0.947879,-1.000724,-1.118721,-1.547927,0.810323,-1.152732,-0.937683,-1.241584,-1.422531,-1.051427,-0.932114,HLA-DQA1,probable
194,116.32725,0.4063,49.4791,208.273,44.6309,43.6598,0.0,0.0,0.0,0.356269389,0.700164889675938,14.48467393,0.255432,,-0.311421,-1.25647,0.3,-0.347873,1.102911,0.95757,0.79404,0.70805,0.183751,-0.163716,0.672387,0.316288,0.987979,0.236372,0.782821,-0.278394,0.525757,0.575699,-1.169032,-0.915671,0.308103,0.946829,-1.340778,0.20325,-0.636525,0.521023,HLA-DRA,probable
50,1446.47473,0.2923,7.82583,0.119695,0.571905,2.30838,0.0,0.0,0.0,0.353563726,0.0094266700368284,1.65679411,0.326604,11.069,-1.323396,-0.248941,,0.647698,,,,,0.461081,0.154873,,-6.643856,,0.273231,,0.315909,0.140845,,,-6.643856,0.505927,-6.643856,0.754406,-0.280057,-6.643856,,HOXA4,possible
286,91.19342,0.5011,0.44814,1.96506,0.0628549,0.953955,0.0,0.0,0.0,0.196595117,0.0015611678712012,3.93670914,-0.917189,8.60215,0.711654,-1.044911,0.37,-0.893123,0.258246,0.275836,-2.397918,-0.440955,0.304214,-0.257949,0.508277,-2.467831,-0.235051,-0.454706,-2.585636,0.185371,-0.258227,1.924335,-0.832838,0.533576,1.11693,-3.503285,-0.282463,-0.63955,0.253644,-0.374138,HRH1,probable
311,1907.06868,-0.3337,32.0422,37.8057,119.114,42.5554,0.0,0.0,0.0,,,21.50009141,-0.496501,11.167,0.836191,-0.601296,,-6.643856,-6.643856,0.445263,-0.711231,-2.194954,-0.970523,0.440561,0.290153,-6.643856,0.74937,0.805154,2.945462,0.711886,-0.893812,-6.643856,-5.107036,0.964952,-1.771737,-1.60267,-1.265626,0.287471,-0.707572,0.955853,HSPA1A,probable
2063,2435.22546,0.3317,2.62406,1.6218,0.71549,164.327,0.0,0.0,0.0,0.39679274,2.19040919542089e-06,6.86005273,-0.045299,11.1979,0.345368,-0.374311,-0.11,-0.265532,-0.528045,-0.624339,-0.179737,-0.343413,0.264681,-0.931563,0.201488,-6.643856,-0.418023,0.213063,-0.277483,-0.088456,-0.203614,0.663497,-0.419132,-1.97726,-0.943586,1.128892,-0.255175,-0.34159,-0.221554,-0.21882,HSPA1L,probable
43,307.12317,0.4035,43.8031,33.0087,17.3389,92.3215,0.0,0.0,0.0,0.852899194,0.999958225713848,2.97639148,0.160549,8.49145,0.134077,0.35964,-0.15,0.149149,0.167086,0.26475,0.104744,0.207093,0.134051,-0.239185,0.158488,-0.651384,0.250138,-0.315605,0.195008,0.192742,-0.171494,0.111832,0.26176,-0.15926,0.204043,0.12968,0.095485,-0.261782,-0.454079,0.131237,HSPA4,most likely
227,120.59949,0.5009,0.0150194,0.0293841,0.0,0.648295,0.0,0.0,0.0,0.494588822,0.813006424567561,2.91372116,0.330262,7.28895,-0.672095,-0.323124,-0.54,-1.739775,0.967899,-0.842168,-1.896496,-0.44888,-0.841615,,-0.321287,-3.418621,1.008509,,-0.879917,1.055191,-1.178076,-1.329015,2.705952,-1.015519,0.707027,-1.369228,,-1.145852,,-0.433998,HTR1D,probable
109,168.09506,0.4371,0.0144318,0.0253718,0.0171578,0.071949,0.0,0.0,0.0,0.72905165,0.648787512759024,5.91668299,0.585867,7.26075,0.430522,-2.21097,-0.05,,0.470894,0.661552,0.905263,-0.991336,-0.232445,0.642769,0.690594,,1.834239,-1.581861,,-1.000921,,-6.643856,,2.901421,0.979773,,,,0.933732,-6.643856,HTR4,probable
178,40.46933,0.5471,442.793,100.713,184.723,8.38843,0.0,0.0,0.0,0.685321391,0.376558105362484,4.60912048,0.200106,7.62037,0.166174,0.204446,-0.38,-0.188528,1.223436,0.171999,0.593977,0.236578,-0.111478,-0.468179,-0.677831,-0.19648,-0.213734,-0.411356,0.348846,-0.28696,-0.218841,-0.291953,-0.128411,0.511131,0.16434,-0.363097,0.337811,-0.227143,-0.574926,0.342836,IDH2,probable
30,98.37812,0.4175,2.48539,5.33813,13.8385,4.86163,0.830863574,0.0,0.0,0.804062724,0.469523496452965,6.8125021,-0.387881,7.0744,0.652402,-1.53829,0.24,-6.643856,1.625361,1.538978,-6.643856,1.308513,0.923585,0.390467,-1.189042,2.36966,0.626117,-1.566579,0.898896,-1.225278,-1.191289,0.748924,1.586351,2.628663,-0.41753,1.694498,0.553401,-1.606029,-6.643856,0.556162,IGF1,probable
26,2102.84042,0.2496,19.3901,37.6823,143.431,10.23,0.0,0.0,0.0,0.79961127,0.362251902433295,5.7405052,-0.25123,10.52235,-2.024373,0.540051,,-6.643856,-0.458612,-0.420827,0.5643,-0.770753,0.322363,0.938194,-0.732474,3.67819,1.390349,0.423029,-0.593875,0.170129,-0.33122,0.749401,-0.752212,-2.115093,-0.342358,-6.643856,0.393753,-0.445744,-1.360206,-0.59537,IGFBP3,probable
1210,133.86335,0.4516,0.977916,4.39776,0.22322,0.625845,0.549225289,0.0,0.0,0.401833534,0.289669116993916,3.9639913,-1.74799,12.4831,-1.541372,-6.643856,0.73,-6.643856,-6.643856,1.226947,1.020765,4.342302,-6.643856,-1.010631,1.101165,-6.643856,-1.045324,-0.601936,-6.643856,0.403343,-2.701647,-6.643856,-6.643856,-3.857332,1.003247,-1.261831,2.235981,-3.379935,-0.840595,0.94148,IL6,probable
36,141.47735,0.4094,17.5548,29.4394,22.9703,12.5475,0.0,0.0,0.0,0.743839204,0.186547844102196,15.82476944,-0.314869,9.59663,1.117944,-0.173335,-2.14,-0.240854,-0.101884,-0.128113,-0.503009,-0.122022,0.291576,-0.10442,0.281317,0.343491,-0.303546,-0.233198,-0.291029,0.252121,0.174826,-0.582073,-0.31794,-0.481065,-0.458508,-1.457374,-0.655837,0.353853,-1.034539,-0.560024,INSR,possible
39,971.5298,-0.3997,16.635,17.9749,14.8659,8.06532,0.742183659,0.0,0.0,,,2.98297969,0.16661,5.38042,0.602952,0.693366,,-0.295914,-0.185676,-0.372802,-0.533098,-0.806334,-0.913784,0.39199,-0.557641,-1.079009,-0.223738,0.104462,0.083708,-0.411444,-0.174478,0.44005,-0.093811,0.308565,0.138195,0.262516,0.256604,-0.36299,0.885936,0.162781,IRS2,probable
181,3832.69791,-0.389,0.171313,0.357435,0.365726,10.4741,0.472965166,0.0,0.0,0.723324299,4.07385209926142e-05,7.94127642,-0.656242,6.61214,0.258611,-2.318734,-0.33,-2.127299,-0.457454,-0.195887,0.365702,0.412459,1.11413,-1.669139,-0.252682,-0.899394,0.731563,-0.197902,-0.190899,0.227758,0.221233,-1.074217,0.403189,-1.723858,-2.735188,1.156568,1.16043,1.428557,4.038591,-0.393681,ITGA2B,probable
17,1818.89628,0.3241,15.6952,58.5598,28.863,19.041,0.0,0.0,0.0,0.705665529,0.0004800187891589,7.90802953,0.218519,9.21996,0.344946,0.168987,-0.28,0.442043,-0.151341,-0.376017,0.210243,0.175114,0.174294,0.07027,0.317319,0.291487,0.163109,0.161548,0.221671,0.172058,-0.181779,0.145335,0.146719,0.510298,0.249663,-0.194142,-0.400941,0.143991,0.34072,0.170073,ITGB5,most likely
167,537.31129,-0.4961,7.02678,18.8611,3.15198,7.95499,0.494209116,0.0,0.0,0.824708164,0.999999615868819,5.85644216,0.265748,9.83952,-0.689441,0.349424,-2.14,-0.917076,0.218183,0.553345,0.226934,0.248714,-0.183205,-0.092761,0.287286,0.719501,-0.254566,-0.335829,-0.279824,0.408339,-0.589565,0.277657,-1.011499,0.883246,0.204115,0.437529,0.175124,0.42131,0.198091,0.811377,JAG1,probable
17,392.42528,0.1943,19.4472,31.3449,18.4976,26.4551,0.0,0.0,0.0,0.484736234,0.981511998562845,2.7428922,0.109284,7.65948,-0.645945,0.354189,0.59,0.434608,-0.592911,0.245579,0.28397,0.411024,0.124589,0.385641,0.289928,0.737563,0.684668,0.380306,0.294332,0.113065,0.197172,-0.301678,0.339896,2.338748,0.152506,0.254444,0.20834,0.098998,-0.164631,-0.485558,KANK2,possible
24,123.58507,0.1733,2.83048,1.68295,0.805148,0.790368,0.0,0.0,0.0,0.728550792,0.982587869780031,11.69182943,-0.2362,6.20863,0.945318,-1.584365,-0.05,1.223868,0.320032,0.528866,-0.150612,0.055536,0.310808,1.049169,-0.353293,0.366436,0.209453,0.298502,0.178047,-0.198442,1.223688,0.799123,-0.305215,-0.447031,-0.900997,-2.241603,-0.746271,0.537666,2.311426,-1.677877,KCNB1,probable
521,913.18144,-0.4321,0.13758,0.593576,0.244868,8.00556,0.442034071,0.0,0.0,0.714798927,0.999889995234816,3.81588039,0.29217,5.34301,0.830236,0.521072,-0.88,-3.031987,0.180777,0.097852,0.917889,0.202542,-0.35938,0.394617,-0.11447,2.89082,0.096344,0.59588,-0.4621,-1.267536,-0.881263,-0.049301,-0.297368,1.468013,-0.970009,-6.643856,0.457929,0.931099,-1.632976,0.239175,KCNH3,probable
32,71.76069,0.2634,0.0505871,0.116347,0.0322178,0.856897,0.0,0.0,0.0,0.774301469,0.999978751386027,3.75626441,-0.943222,7.30439,-0.78462,-0.453521,-1.68,-6.643856,-6.643856,-5.051266,-1.047334,0.337483,0.514466,0.535529,-0.107856,-1.105127,3.290522,0.46701,1.539361,0.474072,0.564996,-1.026466,0.97755,-0.695682,0.480312,1.529932,0.385914,0.515466,1.056948,-0.071811,KCNH4,probable
61,173.55232,0.4484,87.0756,1.28561,0.604791,1.13664,0.855397621,0.0,0.0,0.714407027,0.314724130416306,14.76606971,-0.342273,8.47009,0.252337,1.32824,0.24,-0.610345,0.260211,0.35824,-0.223949,0.889074,0.423593,0.744287,0.632021,-0.98261,0.419071,0.828907,0.126363,0.212885,0.623563,0.575236,0.097628,0.562481,-0.539674,-6.643856,-2.19703,-1.066315,-0.832748,0.583759,KCNJ11,most likely
39,532.76648,-0.2262,0.202646,2.57764,0.133124,4.13522,0.0,0.0,0.0,0.369423717,0.106847941612793,1.74820254,0.459748,9.64792,0.722264,0.547905,0.64,0.748784,-1.419491,-1.057826,0.964561,0.54262,0.465511,0.725357,-6.643856,1.304127,0.852566,0.526199,1.638641,-1.159445,1.25633,1.125308,-1.083291,-6.643856,2.79496,0.351031,0.408937,0.863546,-6.643856,0.814507,KCNK15,least likely
1000,11.36951,-0.2937,0.368533,0.500973,0.279457,0.812116,0.0,0.0,0.615881762,,,2.92856602,0.646117,6.90384,-0.72197,0.842329,,-6.643856,0.229391,-0.17756,-1.047493,-0.545664,-0.940018,1.423125,0.267182,-6.643856,-0.540372,0.298591,0.117526,-2.637709,-0.502602,0.428202,-0.143408,0.591273,-0.836749,-4.202464,-0.310814,0.288914,1.239344,-0.415314,KCNK3,probable
247,357.00957,-0.335,0.122577,39.4184,11.7436,1.78523,0.0,0.0,0.0,0.72829324,0.884297675252843,0.0,-0.104032,3.14625,0.727118,-6.643856,7.61e-05,-0.62723,-0.846046,-0.534871,2.855685,,0.239065,-0.418872,-1.074157,-6.643856,-6.643856,-0.169801,1.437213,-0.390537,2.296986,-0.878762,,-1.43317,-2.057953,0.848354,0.366682,0.528594,1.587908,0.812404,KCNK5,possible
113,5.61975,0.5171,0.0684579,0.0333338,0.0,0.177921,0.0,0.0,0.0,0.565498233,0.126993745644894,2.92012308,1.640661,13.2918,0.422679,-6.643856,-0.38,,0.765205,-0.223592,-0.488558,-1.896223,1.816405,,-0.750155,-6.643856,-0.641932,,0.145128,,,-6.643856,0.105938,1.95827,-6.643856,,0.575334,,,-0.199395,KCNK9,probable
53,200.0252,-0.2653,10.7628,0.667768,0.0303408,0.481007,0.0,0.0,0.0,0.716944396,0.99953508656607,4.77313532,-0.313648,5.61218,-0.864359,0.477499,-0.73,-0.482073,0.233117,0.153651,0.672302,-0.164555,-0.367074,-0.360693,-0.2307,1.247297,-6.643856,0.811937,0.29935,-0.397877,1.894309,0.969932,0.96071,-6.643856,0.233357,-4.574793,-2.473328,1.123184,0.73079,0.214965,KCNQ5,probable
